ENSEMBL_gene,HGNC_symbol,a,b,HGNC_symbol_unique
ENSMUSG00000021702,Thbs4,8,3289,Thbs4-21702
ENSMUSG00000021704,Mtx3,9,7547,Mtx3-21704
ENSMUSG00000114823,Gm31630,2,382,Gm31630-114823
ENSMUSG00000047419,Cmya5,6,11850,Cmya5-47419
ENSMUSG00000114382,Gm4814,2,964,Gm4814-114382
ENSMUSG00000114968,A630019I02Rik,2,2990,A630019I02Rik-114968
ENSMUSG00000042167,Tent2,7,4173,Tent2-42167
ENSMUSG00000098092,Gm2076,2,971,Gm2076-98092
ENSMUSG00000007617,Homer1,19,11976,Homer1-7617
ENSMUSG00000114169,Gm47075,2,2015,Gm47075-114169
ENSMUSG00000113076,Gm47088,2,1639,Gm47088-113076
ENSMUSG00000114019,Gm47155,2,2175,Gm47155-114019
ENSMUSG00000113514,Gm18960,2,713,Gm18960-113514
ENSMUSG00000021690,Jmy,11,8858,Jmy-21690
ENSMUSG00000113237,Gm6109,2,348,Gm6109-113237
ENSMUSG00000113247,Gm30155,2,339,Gm30155-113247
ENSMUSG00000074768,Bhmt,7,5758,Bhmt-74768
ENSMUSG00000085834,Gm15622,2,1464,Gm15622-85834
ENSMUSG00000042118,Bhmt2,8,2467,Bhmt2-42118
ENSMUSG00000042102,Dmgdh,8,3414,Dmgdh-42102
ENSMUSG00000087334,AW495222,2,919,AW495222-87334
ENSMUSG00000085202,Gm15620,2,270,Gm15620-85202
ENSMUSG00000113647,Gm47210,2,1245,Gm47210-113647
ENSMUSG00000042082,Arsb,8,6037,Arsb-42082
ENSMUSG00000093480,Mir5624,3,61,Mir5624-93480
ENSMUSG00002075601,Gm55380,1,125,Gm55380-2075601
ENSMUSG00000089486,Gm24737,3,100,Gm24737-89486
ENSMUSG00000113791,Gm47216,2,381,Gm47216-113791
ENSMUSG00000114174,Cycs-ps3,2,321,Cycs-ps3-114174
ENSMUSG00000045312,Lhfpl2,13,8415,Lhfpl2-45312
ENSMUSG00000087319,Gm15907,2,2309,Gm15907-87319
ENSMUSG00000021687,Scamp1,15,4582,Scamp1-21687
ENSMUSG00000114055,Gm32089,2,1193,Gm32089-114055
ENSMUSG00000113494,Gm48102,2,370,Gm48102-113494
ENSMUSG00000114056,Gm5668,2,436,Gm5668-114056
ENSMUSG00000042857,Gm9776,5,3093,Gm9776-42857
ENSMUSG00000021686,Ap3b1,7,4548,Ap3b1-21686
ENSMUSG00002075336,Gm55388,1,114,Gm55388-2075336
ENSMUSG00000103438,Gm36991,2,648,Gm36991-103438
ENSMUSG00000113598,Gm48287,2,645,Gm48287-113598
ENSMUSG00000112934,Gm32305,2,1899,Gm32305-112934
ENSMUSG00000113904,Gm32351,2,438,Gm32351-113904
ENSMUSG00000113006,Gm48316,2,293,Gm48316-113006
ENSMUSG00000113547,Gm46389,2,392,Gm46389-113547
ENSMUSG00000042043,Tbca,7,811,Tbca-42043
ENSMUSG00000021685,Otp,13,2881,Otp-21685
ENSMUSG00000042015,Wdr41,18,5726,Wdr41-42015
ENSMUSG00000113871,Gm48349,2,467,Gm48349-113871
ENSMUSG00000114014,Gm48350,2,851,Gm48350-114014
ENSMUSG00000113070,Gm48420,2,600,Gm48420-113070
ENSMUSG00000021684,Pde8b,18,5879,Pde8b-21684
ENSMUSG00000090033,Gm16243,2,494,Gm16243-90033
ENSMUSG00000041995,Zbed3,9,2231,Zbed3-41995
ENSMUSG00000088108,Snora47,3,138,Snora47-88108
ENSMUSG00000077380,Gm22661,3,132,Gm22661-77380
ENSMUSG00000021681,Aggf1,9,3697,Aggf1-21681
ENSMUSG00000114122,Gm48712,2,460,Gm48712-114122
ENSMUSG00000021680,Crhbp,9,1800,Crhbp-21680
ENSMUSG00000021679,S100z,5,399,S100z-21679
ENSMUSG00000021678,F2rl1,10,2741,F2rl1-21678
ENSMUSG00000113359,Gm48730,2,482,Gm48730-113359
ENSMUSG00000113969,Gm48731,2,411,Gm48731-113969
ENSMUSG00000048376,F2r,7,3336,F2r-48376
ENSMUSG00000021676,Iqgap2,11,6910,Iqgap2-21676
ENSMUSG00000113631,Gm48745,2,1665,Gm48745-113631
ENSMUSG00000021675,F2rl2,5,2502,F2rl2-21675
ENSMUSG00000118445,Gm50469,2,594,Gm50469-118445
ENSMUSG00000118436,Gm32880,2,969,Gm32880-118436
ENSMUSG00000121060,Gm32702,1,420,Gm32702-121060
ENSMUSG00000065866,Gm24032,3,159,Gm24032-65866
ENSMUSG00000051111,Sv2c,17,9700,Sv2c-51111
ENSMUSG00000114133,Btf3l4b,2,2161,Btf3l4b-114133
ENSMUSG00000099115,Gm17190,3,849,Gm17190-99115
ENSMUSG00000087839,Gm23955,3,100,Gm23955-87839
ENSMUSG00000100475,Gm29543,2,967,Gm29543-100475
ENSMUSG00002074858,Gm55426,1,113,Gm55426-2074858
ENSMUSG00000113743,Gm8712,2,701,Gm8712-113743
ENSMUSG00000021671,Poc5,10,6251,Poc5-21671
ENSMUSG00000047117,Ankdd1b,14,3731,Ankdd1b-47117
ENSMUSG00000021668,Polk,16,5553,Polk-21668
ENSMUSG00000021669,Cert1,16,8236,Cert1-21669
ENSMUSG00000113068,Gm48133,2,489,Gm48133-113068
ENSMUSG00000113842,Gm48138,2,2880,Gm48138-113842
ENSMUSG00000113379,Gm46436,2,1294,Gm46436-113379
ENSMUSG00000114193,Gm48139,2,3915,Gm48139-114193
ENSMUSG00000021670,Hmgcr,15,7275,Hmgcr-21670
ENSMUSG00000113351,Gm48575,2,655,Gm48575-113351
ENSMUSG00000109561,Ankrd31,2,6208,Ankrd31-109561
ENSMUSG00000113879,Gm48580,2,644,Gm48580-113879
ENSMUSG00000113046,Gm48579,2,307,Gm48579-113046
ENSMUSG00002076374,Gm55480,1,115,Gm55480-2076374
ENSMUSG00000091387,Gcnt4,3,5087,Gcnt4-91387
ENSMUSG00000114154,Gm48597,2,543,Gm48597-114154
ENSMUSG00000113934,Gm48609,2,415,Gm48609-113934
ENSMUSG00000052075,1700029F12Rik,8,1140,1700029F12Rik-52075
ENSMUSG00000041817,Fam169a,15,6082,Fam169a-41817
ENSMUSG00000057762,Plp2rt,7,1030,Plp2rt-57762
ENSMUSG00000060739,Nsa2,9,4275,Nsa2-60739
ENSMUSG00000021666,Gfm2,17,10685,Gfm2-21666
ENSMUSG00000021665,Hexb,10,1906,Hexb-21665
ENSMUSG00000114583,Gm48881,2,729,Gm48881-114583
ENSMUSG00000041773,Enc1,9,4737,Enc1-41773
ENSMUSG00000097932,C430039J16Rik,3,658,C430039J16Rik-97932
ENSMUSG00000121017,Gm56591,1,700,Gm56591-121017
ENSMUSG00000114425,Gm33447,2,935,Gm33447-114425
ENSMUSG00000078952,Lncenc1,11,7766,Lncenc1-78952
ENSMUSG00000098238,Gm8756,2,929,Gm8756-98238
ENSMUSG00000114926,Gm2379,3,2271,Gm2379-114926
ENSMUSG00000114415,Gm41030,2,1399,Gm41030-114415
ENSMUSG00000114837,Gm48090,2,1624,Gm48090-114837
ENSMUSG00000110235,Gm5086,3,2365,Gm5086-110235
ENSMUSG00000114599,Gm48070,2,282,Gm48070-114599
ENSMUSG00000054944,5330416C01Rik,8,3675,5330416C01Rik-54944
ENSMUSG00000097346,Rps18-ps4,2,1073,Rps18-ps4-97346
ENSMUSG00000069117,Rps18-ps6,5,561,Rps18-ps6-69117
ENSMUSG00000114294,Gm47577,2,2695,Gm47577-114294
ENSMUSG00000114348,Gm41031,2,653,Gm41031-114348
ENSMUSG00000114474,Gm34388,2,2215,Gm34388-114474
ENSMUSG00000021662,Arhgef28,12,7328,Arhgef28-21662
ENSMUSG00000041747,Utp15,4,5847,Utp15-41747
ENSMUSG00000021661,Ankra2,17,4624,Ankra2-21661
ENSMUSG00000096330,Gm21976,9,1359,Gm21976-96330
ENSMUSG00000021660,Btf3,15,1739,Btf3-21660
ENSMUSG00000048603,Gm9828,10,4501,Gm9828-48603
ENSMUSG00000078302,Foxd1,6,5064,Foxd1-78302
ENSMUSG00000098113,Gm2445,2,989,Gm2445-98113
ENSMUSG00000099446,2310005E17Rik,2,1187,2310005E17Rik-99446
ENSMUSG00000100416,Gm29501,2,530,Gm29501-100416
ENSMUSG00000092116,Sec61bl,3,310,Sec61bl-92116
ENSMUSG00000104430,Gm37425,2,432,Gm37425-104430
ENSMUSG00000120268,Gm41032,1,2286,Gm41032-120268
ENSMUSG00000114912,Gm48049,2,271,Gm48049-114912
ENSMUSG00002075340,Gm54489,1,108,Gm54489-2075340
ENSMUSG00000114521,Gm48050,2,809,Gm48050-114521
ENSMUSG00000114733,Gm4815,2,994,Gm4815-114733
ENSMUSG00000046082,Tmem174,5,2252,Tmem174-46082
ENSMUSG00000052485,Tmem171,8,1583,Tmem171-52485
ENSMUSG00000114689,Gm9465,2,570,Gm9465-114689
ENSMUSG00000041685,Fcho2,17,12499,Fcho2-41685
ENSMUSG00000114612,Gm47550,2,1705,Gm47550-114612
ENSMUSG00000114598,D130062J10Rik,2,2800,D130062J10Rik-114598
ENSMUSG00000114458,Gm47551,2,165,Gm47551-114458
ENSMUSG00000114719,Gm18134,2,400,Gm18134-114719
ENSMUSG00000009470,Tnpo1,18,11212,Tnpo1-9470
ENSMUSG00000062461,Rpl27a-ps4,8,447,Rpl27a-ps4-62461
ENSMUSG00000114569,Gm35215,2,1660,Gm35215-114569
ENSMUSG00000114873,Gm47052,2,365,Gm47052-114873
ENSMUSG00000045022,H2bl1,7,481,H2bl1-45022
ENSMUSG00000114203,Gm35279,2,960,Gm35279-114203
ENSMUSG00000114414,A930014D07Rik,2,974,A930014D07Rik-114414
ENSMUSG00000114283,Gm47057,2,540,Gm47057-114283
ENSMUSG00002075116,Gm54522,1,253,Gm54522-2075116
ENSMUSG00000100410,2310020H05Rik,3,4234,2310020H05Rik-100410
ENSMUSG00000097848,Gm807,4,2124,Gm807-97848
ENSMUSG00000050919,Zfp366,11,6382,Zfp366-50919
ENSMUSG00000021650,Ptcd2,8,1704,Ptcd2-21650
ENSMUSG00000041632,Mrps27,8,2093,Mrps27-41632
ENSMUSG00000097828,6430562O15Rik,3,5975,6430562O15Rik-97828
ENSMUSG00000052727,Map1b,7,15846,Map1b-52727
ENSMUSG00000114282,5330431K02Rik,2,1963,5330431K02Rik-114282
ENSMUSG00000097027,Gm26559,3,2481,Gm26559-97027
ENSMUSG00000114578,Gm47158,2,478,Gm47158-114578
ENSMUSG00000103545,1700012J22Rik,2,830,1700012J22Rik-103545
ENSMUSG00000077673,Gm24471,3,131,Gm24471-77673
ENSMUSG00000120811,Gm56580,1,936,Gm56580-120811
ENSMUSG00000021647,Cartpt,8,1277,Cartpt-21647
ENSMUSG00000021646,Mccc2,10,2802,Mccc2-21646
ENSMUSG00000049658,Bdp1,14,11005,Bdp1-49658
ENSMUSG00000097022,BC001981,3,1545,BC001981-97022
ENSMUSG00000021643,Serf1,16,1300,Serf1-21643
ENSMUSG00000021645,Smn1,17,2592,Smn1-21645
ENSMUSG00000078945,Naip2,11,4846,Naip2-78945
ENSMUSG00000113292,Gm18413,2,655,Gm18413-113292
ENSMUSG00000071203,Naip5,7,5204,Naip5-71203
ENSMUSG00000120924,Gm56585,1,904,Gm56585-120924
ENSMUSG00000114576,Naip3-ps1,2,1571,Naip3-ps1-114576
ENSMUSG00000078942,Naip6,11,6827,Naip6-78942
ENSMUSG00000082956,Naip3,5,4208,Naip3-82956
ENSMUSG00000112978,Gm18601,2,634,Gm18601-112978
ENSMUSG00000021640,Naip1,7,5536,Naip1-21640
ENSMUSG00000051723,Rpl31-ps13,8,378,Rpl31-ps13-51723
ENSMUSG00000021639,Gtf2h2,18,4661,Gtf2h2-21639
ENSMUSG00000113596,Gm48452,2,256,Gm48452-113596
ENSMUSG00000021638,Ocln,13,4222,Ocln-21638
ENSMUSG00000114360,Gm48596,2,441,Gm48596-114360
ENSMUSG00000114332,Gm8847,2,631,Gm8847-114332
ENSMUSG00000021636,Marveld2,16,3382,Marveld2-21636
ENSMUSG00000065678,Gm24261,3,104,Gm24261-65678
ENSMUSG00000021635,Rad17,15,8072,Rad17-21635
ENSMUSG00000078941,Ak6,10,2769,Ak6-78941
ENSMUSG00000052293,Taf9,15,2120,Taf9-52293
ENSMUSG00000048924,Ccdc125,15,2469,Ccdc125-48924
ENSMUSG00000069089,Cdk7,9,3706,Cdk7-69089
ENSMUSG00000061474,Mrps36,12,1274,Mrps36-61474
ENSMUSG00000045273,Cenph,9,1784,Cenph-45273
ENSMUSG00000085340,Gm16335,2,309,Gm16335-85340
ENSMUSG00000041431,Ccnb1,17,4217,Ccnb1-41431
ENSMUSG00000021629,Slc30a5,11,7294,Slc30a5-21629
ENSMUSG00000100596,Gm29502,2,3739,Gm29502-100596
ENSMUSG00000104450,Gm37830,2,837,Gm37830-104450
ENSMUSG00000114738,Gm41041,2,793,Gm41041-114738
ENSMUSG00000114759,Gm10257,2,411,Gm10257-114759
ENSMUSG00000098005,Gm6114,2,968,Gm6114-98005
ENSMUSG00000096722,Hmgb1-ps9,3,645,Hmgb1-ps9-96722
ENSMUSG00000114590,5930438M14Rik,2,2439,5930438M14Rik-114590
ENSMUSG00000100733,4932411K12Rik,3,4504,4932411K12Rik-100733
ENSMUSG00000114295,Gm2534,2,430,Gm2534-114295
ENSMUSG00000103437,Gm36994,2,492,Gm36994-103437
ENSMUSG00000114652,Gm41043,2,2791,Gm41043-114652
ENSMUSG00000114400,Gm47533,2,468,Gm47533-114400
ENSMUSG00000114700,Gm19010,2,601,Gm19010-114700
ENSMUSG00000099774,Gm29341,2,370,Gm29341-99774
ENSMUSG00000041417,Pik3r1,16,10079,Pik3r1-41417
ENSMUSG00000104214,Gm36638,2,2169,Gm36638-104214
ENSMUSG00000102635,Gm54655,2,400,Gm54655-102635
ENSMUSG00000114223,Gm19108,2,767,Gm19108-114223
ENSMUSG00000114762,Gm47007,2,545,Gm47007-114762
ENSMUSG00000114717,Gm17832,2,1364,Gm17832-114717
ENSMUSG00000120871,Gm56583,1,1370,Gm56583-120871
ENSMUSG00000102542,Gm38133,2,815,Gm38133-102542
ENSMUSG00002076822,Gm54656,1,284,Gm54656-2076822
ENSMUSG00000120208,Gm36703,1,2590,Gm36703-120208
ENSMUSG00000114444,Gm47008,2,262,Gm47008-114444
ENSMUSG00000114846,Gm29927,2,3602,Gm29927-114846
ENSMUSG00000114730,Gm47014,2,2371,Gm47014-114730
ENSMUSG00000021624,Cd180,10,4509,Cd180-21624
ENSMUSG00000034751,Mast4,18,32401,Mast4-34751
ENSMUSG00000091906,1700099I09Rik,3,885,1700099I09Rik-91906
ENSMUSG00000090329,Gm17160,2,260,Gm17160-90329
ENSMUSG00000091577,Gm6211,3,4275,Gm6211-91577
ENSMUSG00000047643,Gm5454,6,1453,Gm5454-47643
ENSMUSG00002075671,Gm54702,1,105,Gm54702-2075671
ENSMUSG00000095940,Gm16416,2,483,Gm16416-95940
ENSMUSG00002076400,Gm54707,1,281,Gm54707-2076400
ENSMUSG00000114206,Gm30551,2,3209,Gm30551-114206
ENSMUSG00000119233,Gm24870,1,107,Gm24870-119233
ENSMUSG00000032621,Srek1,9,9293,Srek1-32621
ENSMUSG00000120696,Gm52054,1,442,Gm52054-120696
ENSMUSG00000021709,Erbin,15,7939,Erbin-21709
ENSMUSG00000114276,Gm47849,2,1050,Gm47849-114276
ENSMUSG00000114637,Gm47851,2,805,Gm47851-114637
ENSMUSG00000021710,Nln,12,8484,Nln-21710
ENSMUSG00000042743,Sgtb,14,3072,Sgtb-42743
ENSMUSG00000021711,Trappc13,18,3883,Trappc13-21711
ENSMUSG00000118537,Shld3,2,1609,Shld3-118537
ENSMUSG00000021712,Trim23,16,5747,Trim23-21712
ENSMUSG00000021713,Ppwd1,10,5880,Ppwd1-21713
ENSMUSG00000021714,Cenpk,16,5231,Cenpk-21714
ENSMUSG00000046169,Adamts6,11,7798,Adamts6-46169
ENSMUSG00000120566,Gm56573,1,1062,Gm56573-120566
ENSMUSG00000021715,Cwc27,13,2873,Cwc27-21715
ENSMUSG00000084860,2610204G07Rik,2,992,2610204G07Rik-84860
ENSMUSG00000021716,Srek1ip1,15,3254,Srek1ip1-21716
ENSMUSG00000042655,Shisal2b,6,1528,Shisal2b-42655
ENSMUSG00000114326,Gm4938,2,397,Gm4938-114326
ENSMUSG00000021719,Rgs7bp,10,7077,Rgs7bp-21719
ENSMUSG00000021718,Nt5el,6,2157,Nt5el-21718
ENSMUSG00000021720,Rnf180,12,5579,Rnf180-21720
ENSMUSG00000077578,Gm25631,3,130,Gm25631-77578
ENSMUSG00000021721,Htr1a,6,4484,Htr1a-21721
ENSMUSG00000114518,Gm48208,2,1210,Gm48208-114518
ENSMUSG00000114671,Gm48211,2,226,Gm48211-114671
ENSMUSG00000114564,Gm10739,2,1328,Gm10739-114564
ENSMUSG00000114840,Gm48212,2,377,Gm48212-114840
ENSMUSG00000114899,Gm48214,2,358,Gm48214-114899
ENSMUSG00000108515,Or1j23-ps1,2,556,Or1j23-ps1-108515
ENSMUSG00000114217,Gm7054,2,820,Gm7054-114217
ENSMUSG00000114367,Gm48216,2,820,Gm48216-114367
ENSMUSG00000059877,Dph3b-ps,4,246,Dph3b-ps-59877
ENSMUSG00000114422,Gm30411,2,1011,Gm30411-114422
ENSMUSG00000064854,Gm24527,3,107,Gm24527-64854
ENSMUSG00000101308,Gm28989,2,1613,Gm28989-101308
ENSMUSG00000042590,Ipo11,18,6452,Ipo11-42590
ENSMUSG00000118423,Lrrc70,2,2729,Lrrc70-118423
ENSMUSG00000100833,Gm28988,2,1897,Gm28988-100833
ENSMUSG00000114572,Gm48457,2,307,Gm48457-114572
ENSMUSG00000021692,Dimt1,10,3851,Dimt1-21692
ENSMUSG00000021693,Kif2a,21,6393,Kif2a-21693
ENSMUSG00002075618,Gm54904,1,66,Gm54904-2075618
ENSMUSG00000071181,3830408C21Rik,3,4846,3830408C21Rik-71181
ENSMUSG00000114893,Gm48684,3,978,Gm48684-114893
ENSMUSG00000114311,Gm31452,3,3668,Gm31452-114311
ENSMUSG00000114475,Gm2726,2,577,Gm2726-114475
ENSMUSG00000114459,Gm2736,2,313,Gm2736-114459
ENSMUSG00000049233,Apoo-ps,8,586,Apoo-ps-49233
ENSMUSG00000114780,AI197445,3,5766,AI197445-114780
ENSMUSG00000114534,Gm32004,2,2371,Gm32004-114534
ENSMUSG00000114807,Gm32090,2,1961,Gm32090-114807
ENSMUSG00000102000,1700006H21Rik,7,627,1700006H21Rik-102000
ENSMUSG00000032846,Zswim6,13,5549,Zswim6-32846
ENSMUSG00002076530,Gm55617,1,171,Gm55617-2076530
ENSMUSG00000114627,B230220B15Rik,2,2741,B230220B15Rik-114627
ENSMUSG00000068184,Ndufaf2,8,2978,Ndufaf2-68184
ENSMUSG00000121053,Gm56593,1,2218,Gm56593-121053
ENSMUSG00000071180,Smim15,6,2208,Smim15-71180
ENSMUSG00000021694,Ercc8,19,7657,Ercc8-21694
ENSMUSG00000021696,Elovl7,10,4013,Elovl7-21696
ENSMUSG00000114519,Gm32376,2,374,Gm32376-114519
ENSMUSG00000114507,Gm30747,2,467,Gm30747-114507
ENSMUSG00000114607,Gm8990,2,1549,Gm8990-114607
ENSMUSG00000090358,Gm2822,2,2910,Gm2822-90358
ENSMUSG00000021697,Depdc1b,13,3350,Depdc1b-21697
ENSMUSG00000021699,Pde4d,18,12006,Pde4d-21699
ENSMUSG00002075746,Gm27572,1,255,Gm27572-2075746
ENSMUSG00002075385,Gm55019,1,196,Gm55019-2075385
ENSMUSG00000059751,Rps3a3,8,795,Rps3a3-59751
ENSMUSG00000076946,Mir582,4,81,Mir582-76946
ENSMUSG00000084651,Mir1904,3,80,Mir1904-84651
ENSMUSG00000021700,Rab3c,11,12049,Rab3c-21700
ENSMUSG00000045609,Gm5455,7,715,Gm5455-45609
ENSMUSG00000046006,Gapt,7,2081,Gapt-46006
ENSMUSG00000021701,Plk2,9,4491,Plk2-21701
ENSMUSG00000109853,Gm33045,2,1209,Gm33045-109853
ENSMUSG00000114775,Gm33172,2,1364,Gm33172-114775
ENSMUSG00000114587,Gm48533,2,217,Gm48533-114587
ENSMUSG00000114275,Gm48534,2,363,Gm48534-114275
ENSMUSG00000114320,Gm30839,2,259,Gm30839-114320
ENSMUSG00000114307,4930526H09Rik,2,737,4930526H09Rik-114307
ENSMUSG00000114472,Gm38397,2,2283,Gm38397-114472
ENSMUSG00000114747,Gm48547,2,1006,Gm48547-114747
ENSMUSG00000114824,3110015C05Rik,2,940,3110015C05Rik-114824
ENSMUSG00000055194,Actbl2,4,2737,Actbl2-55194
ENSMUSG00000081277,Gm15285,2,473,Gm15285-81277
ENSMUSG00000082258,Gm15289,2,244,Gm15289-82258
ENSMUSG00000086201,Gm6270,2,559,Gm6270-86201
ENSMUSG00000032745,Gpbp1,19,3905,Gpbp1-32745
ENSMUSG00000116016,Gm49496,2,1134,Gm49496-116016
ENSMUSG00000085634,Gm15290,3,663,Gm15290-85634
ENSMUSG00000086870,Gm15288,2,653,Gm15288-86870
ENSMUSG00000086649,Gm15286,2,1098,Gm15286-86649
ENSMUSG00000096842,Gm10736,2,78,Gm10736-96842
ENSMUSG00000032727,Mier3,15,6094,Mier3-32727
ENSMUSG00000084217,Setd9-ps,3,670,Setd9-ps-84217
ENSMUSG00000086480,Gm15287,2,751,Gm15287-86480
ENSMUSG00000021754,Map3k1,18,7447,Map3k1-21754
ENSMUSG00000085204,Gm15327,2,752,Gm15327-85204
ENSMUSG00000086861,Gm15325,2,697,Gm15325-86861
ENSMUSG00000086057,Gm15324,2,355,Gm15324-86057
ENSMUSG00000086111,Gm15326,3,1737,Gm15326-86111
ENSMUSG00000082433,Ncf2-rs,3,1575,Ncf2-rs-82433
ENSMUSG00000114429,Ncf2-rs,2,1573,Ncf2-rs-114429
ENSMUSG00000086402,Gm15322,2,739,Gm15322-86402
ENSMUSG00000086092,Gm15323,2,429,Gm15323-86092
ENSMUSG00000114361,Gm31104,2,753,Gm31104-114361
ENSMUSG00000114745,Gm48802,2,1135,Gm48802-114745
ENSMUSG00000120592,Gm56574,1,784,Gm56574-120592
ENSMUSG00000104438,Gm37427,2,906,Gm37427-104438
ENSMUSG00000049985,Ankrd55,16,6390,Ankrd55-49985
ENSMUSG00002075386,Gm55074,1,153,Gm55074-2075386
ENSMUSG00000114536,Gm48837,2,2849,Gm48837-114536
ENSMUSG00000114656,2810403G07Rik,2,1622,2810403G07Rik-114656
ENSMUSG00000114869,Gm48876,2,1841,Gm48876-114869
ENSMUSG00000114468,Gm48879,2,377,Gm48879-114468
ENSMUSG00000120018,6720470G18Rik,1,462,6720470G18Rik-120018
ENSMUSG00000021756,Il6st,13,11099,Il6st-21756
ENSMUSG00000050377,Il31ra,9,5673,Il31ra-50377
ENSMUSG00000114547,Gm3226,2,1342,Gm3226-114547
ENSMUSG00000021758,Ddx4,15,3014,Ddx4-21758
ENSMUSG00000047789,Slc38a9,6,16704,Slc38a9-47789
ENSMUSG00000114438,Gm47827,2,414,Gm47827-114438
ENSMUSG00000114418,Gm18883,2,358,Gm18883-114418
ENSMUSG00000114286,Gm47850,2,194,Gm47850-114286
ENSMUSG00000021759,Plpp1,15,1750,Plpp1-21759
ENSMUSG00000016018,Mtrex,5,6404,Mtrex-16018
ENSMUSG00000098067,Gm26943,2,957,Gm26943-98067
ENSMUSG00000042426,Dhx29,7,6011,Dhx29-42426
ENSMUSG00000114477,Gm8795,2,439,Gm8795-114477
ENSMUSG00000042417,Ccno,6,2555,Ccno-42417
ENSMUSG00000074651,Mcidas,4,2377,Mcidas-74651
ENSMUSG00000078926,Cdc20b,9,1828,Cdc20b-78926
ENSMUSG00000076146,Mir449c,3,109,Mir449c-76146
ENSMUSG00000078027,Mir449b,3,80,Mir449b-78027
ENSMUSG00000065575,Mir449a,3,91,Mir449a-65575
ENSMUSG00000074650,Gm10735,3,2943,Gm10735-74650
ENSMUSG00000021760,Gpx8,6,1048,Gpx8-21760
ENSMUSG00000116554,4930563N14Rik,2,1042,4930563N14Rik-116554
ENSMUSG00000023132,Gzma,9,1006,Gzma-23132
ENSMUSG00000051002,Gm9848,8,259,Gm9848-51002
ENSMUSG00000114333,1700084D21Rik,2,444,1700084D21Rik-114333
ENSMUSG00000116741,Gm49564,2,562,Gm49564-116741
ENSMUSG00000042385,Gzmk,15,1389,Gzmk-42385
ENSMUSG00000042379,Esm1,9,2097,Esm1-42379
ENSMUSG00000021763,Cspg4b,18,8586,Cspg4b-21763
ENSMUSG00002076424,Gm55188,1,101,Gm55188-2076424
ENSMUSG00000114864,Gm41071,2,543,Gm41071-114864
ENSMUSG00000114790,4921509O07Rik,2,2567,4921509O07Rik-114790
ENSMUSG00000114659,Gm31191,2,269,Gm31191-114659
ENSMUSG00000114364,Gm47426,2,180,Gm47426-114364
ENSMUSG00000114715,Gm34471,2,2540,Gm34471-114715
ENSMUSG00000042364,Snx18,12,5220,Snx18-42364
ENSMUSG00000051456,Hspb3,5,781,Hspb3-51456
ENSMUSG00000114417,Gm34586,2,927,Gm34586-114417
ENSMUSG00000114962,Gm6343,2,743,Gm6343-114962
ENSMUSG00000114901,Gm47462,2,166,Gm47462-114901
ENSMUSG00000114781,Gm47463,2,307,Gm47463-114781
ENSMUSG00000114395,Gm47464,2,226,Gm47464-114395
ENSMUSG00000042348,Arl15,11,3515,Arl15-42348
ENSMUSG00000114696,Gm47479,2,1976,Gm47479-114696
ENSMUSG00000114213,A430090L17Rik,2,3687,A430090L17Rik-114213
ENSMUSG00000104314,Gm37907,2,846,Gm37907-104314
ENSMUSG00000114655,4631422I05Rik,2,1763,4631422I05Rik-114655
ENSMUSG00000114707,Gm47558,2,2714,Gm47558-114707
ENSMUSG00000021764,Ndufs4,9,2708,Ndufs4-21764
ENSMUSG00000114712,Gm47569,2,811,Gm47569-114712
ENSMUSG00000114520,Gm41073,2,422,Gm41073-114520
ENSMUSG00000021765,Fst,10,4589,Fst-21765
ENSMUSG00000114935,Gm47040,2,605,Gm47040-114935
ENSMUSG00002076407,Gm55206,1,100,Gm55206-2076407
ENSMUSG00000114879,4930467J12Rik,2,534,4930467J12Rik-114879
ENSMUSG00000051758,4930544M13Rik,7,1840,4930544M13Rik-51758
ENSMUSG00000015536,Mocs2,15,9054,Mocs2-15536
ENSMUSG00000015533,Itga2,10,7133,Itga2-15533
ENSMUSG00000114703,Gm47776,2,427,Gm47776-114703
ENSMUSG00000042284,Itga1,11,18599,Itga1-42284
ENSMUSG00000114470,Gm49395,2,1724,Gm49395-114470
ENSMUSG00000042275,Pelo,10,1600,Pelo-42275
ENSMUSG00000114255,Gm10734,2,1269,Gm10734-114255
ENSMUSG00000118824,Gm25985,1,107,Gm25985-118824
ENSMUSG00000114872,Gm18759,2,1213,Gm18759-114872
ENSMUSG00000114471,Gm47891,2,395,Gm47891-114471
ENSMUSG00000114551,Gm6035,2,1217,Gm6035-114551
ENSMUSG00000114847,Gm47892,2,196,Gm47892-114847
ENSMUSG00000114324,Gm18135,2,533,Gm18135-114324
ENSMUSG00000114956,Gm47893,2,266,Gm47893-114956
ENSMUSG00000061669,Rpl34-ps2,7,354,Rpl34-ps2-61669
ENSMUSG00000042258,Isl1,14,3959,Isl1-42258
ENSMUSG00000114889,Gm29764,2,803,Gm29764-114889
ENSMUSG00000114451,Gm47912,2,497,Gm47912-114451
ENSMUSG00000114731,Gm47914,2,464,Gm47914-114731
ENSMUSG00000114347,Gm47913,2,561,Gm47913-114347
ENSMUSG00002076507,Gm55259,1,91,Gm55259-2076507
ENSMUSG00000114290,4930435F18Rik,2,1786,4930435F18Rik-114290
ENSMUSG00000021725,Parp8,10,8882,Parp8-21725
ENSMUSG00000114609,Gm29767,2,403,Gm29767-114609
