ENSEMBL_gene,HGNC_symbol,a,b,HGNC_symbol_unique
ENSG00000176399,DMRTA1,4,5586,DMRTA1-176399
ENSG00000234840,LINC01239,2,3570,LINC01239-234840
ENSG00000284418,ENSG00000284418.3,3,3828,ENSG00000284418.3-284418
ENSG00000236739,CLIC4P1,3,535,CLIC4P1-236739
ENSG00000224549,ENSG00000224549.1,1,447,ENSG00000224549.1-224549
ENSG00000287696,ENSG00000287696.1,1,977,ENSG00000287696.1-287696
ENSG00000283982,ENSG00000283982.1,1,4805,ENSG00000283982.1-283982
ENSG00000227607,SUMO2P2,2,255,SUMO2P2-227607
ENSG00000233906,ENSG00000233906.1,1,237,ENSG00000233906.1-233906
ENSG00000226626,NOP56P2,2,769,NOP56P2-226626
ENSG00000107105,ELAVL2,15,5140,ELAVL2-107105
ENSG00000287843,ENSG00000287843.1,1,879,ENSG00000287843.1-287843
ENSG00000231460,ENSG00000231460.2,2,1430,ENSG00000231460.2-231460
ENSG00000237414,ENSG00000237414.2,2,687,ENSG00000237414.2-237414
ENSG00000277608,ENSG00000277608.1,1,685,ENSG00000277608.1-277608
ENSG00000287139,ENSG00000287139.1,1,1811,ENSG00000287139.1-287139
ENSG00000205442,IZUMO3,13,1294,IZUMO3-205442
ENSG00000269957,ENSG00000269957.6,6,1254,ENSG00000269957.6-269957
ENSG00000223088,RMRPP5,1,267,RMRPP5-223088
ENSG00000222693,RN7SKP120,1,341,RN7SKP120-222693
ENSG00000287318,ENSG00000287318.1,1,3766,ENSG00000287318.1-287318
ENSG00000198680,TUSC1,6,1476,TUSC1-198680
ENSG00000236306,LINC01241,3,3075,LINC01241-236306
ENSG00000270683,GARIN3P1,1,523,GARIN3P1-270683
ENSG00000276759,LINC03106,2,2320,LINC03106-276759
ENSG00000279256,ENSG00000279256.1,1,1899,ENSG00000279256.1-279256
ENSG00000254261,ENSG00000254261.1,1,443,ENSG00000254261.1-254261
ENSG00000252580,ENSG00000252580.1,1,132,ENSG00000252580.1-252580
ENSG00000253400,ENSG00000253400.1,1,371,ENSG00000253400.1-253400
ENSG00000120159,CAAP1,13,3160,CAAP1-120159
ENSG00000232466,H3P31,1,372,H3P31-232466
ENSG00000240306,RN7SL100P,2,293,RN7SL100P-240306
ENSG00000137055,PLAA,15,5315,PLAA-137055
ENSG00000096872,IFT74,17,7277,IFT74-96872
ENSG00000234676,IFT74-AS1,1,405,IFT74-AS1-234676
ENSG00000184434,LRRC19,8,3588,LRRC19-184434
ENSG00000254396,ENSG00000254396.1,1,564,ENSG00000254396.1-254396
ENSG00000120156,TEK,22,4804,TEK-120156
ENSG00000223162,RNA5SP280,1,115,RNA5SP280-223162
ENSG00000232867,RPL36AP34,1,300,RPL36AP34-232867
ENSG00000283945,LINC00032,2,1040,LINC00032-283945
ENSG00000291187,LINC00032,1,3637,LINC00032-291187
ENSG00000120160,EQTN,11,1412,EQTN-120160
ENSG00000120162,MOB3B,10,7120,MOB3B-120162
ENSG00000237734,ENSG00000237734.1,1,708,ENSG00000237734.1-237734
ENSG00000287355,ENSG00000287355.1,1,1537,ENSG00000287355.1-287355
ENSG00000147896,IFNK,4,1164,IFNK-147896
ENSG00000285103,EMICERI,2,9804,EMICERI-285103
ENSG00000147894,C9orf72,17,7015,C9orf72-147894
ENSG00000215441,CTAGE12P,3,2364,CTAGE12P-215441
ENSG00000260390,ENSG00000260390.1,1,2084,ENSG00000260390.1-260390
ENSG00000260412,ENSG00000260412.1,1,6881,ENSG00000260412.1-260412
ENSG00000174482,LINGO2,11,15486,LINGO2-174482
ENSG00000229060,ENSG00000229060.4,4,1026,ENSG00000229060.4-229060
ENSG00000287551,ENSG00000287551.1,1,871,ENSG00000287551.1-287551
ENSG00000224955,KCTD10P1,1,625,KCTD10P1-224955
ENSG00000215966,MIR876,1,81,MIR876-215966
ENSG00000215939,MIR873,3,77,MIR873-215939
ENSG00000287038,ENSG00000287038.3,3,2995,ENSG00000287038.3-287038
ENSG00000230276,ENSG00000230276.2,2,352,ENSG00000230276.2-230276
ENSG00000277646,ENSG00000277646.1,1,1120,ENSG00000277646.1-277646
ENSG00000229834,ENSG00000229834.1,1,368,ENSG00000229834.1-229834
ENSG00000230097,ME2P1,2,1970,ME2P1-230097
ENSG00000280683,LINC01242,1,1966,LINC01242-280683
ENSG00000232060,SLC4A1APP1,3,602,SLC4A1APP1-232060
ENSG00000239792,CDRT15P5,2,555,CDRT15P5-239792
ENSG00000215210,RBMXP2,3,1168,RBMXP2-215210
ENSG00000235626,KRT18P66,2,1269,KRT18P66-235626
ENSG00000226246,KRT18P36,1,1276,KRT18P36-226246
ENSG00000233278,RPS26P2,1,348,RPS26P2-233278
ENSG00000214020,FTLP4,3,493,FTLP4-214020
ENSG00000228557,HSPA8P17,1,1382,HSPA8P17-228557
ENSG00000223421,ENSG00000223421.1,1,1363,ENSG00000223421.1-223421
ENSG00000232203,SLC25A6P2,3,877,SLC25A6P2-232203
ENSG00000260720,LINC01243,1,721,LINC01243-260720
ENSG00000226998,MTATP6P30,1,664,MTATP6P30-226998
ENSG00000229080,MTCO3P30,1,670,MTCO3P30-229080
ENSG00000235148,HMGB3P23,2,585,HMGB3P23-235148
ENSG00000252313,RNA5SP281,1,135,RNA5SP281-252313
ENSG00000225347,SLC25A5P8,1,898,SLC25A5P8-225347
ENSG00000122729,ACO1,19,7555,ACO1-122729
ENSG00000107201,RIGI,11,10345,RIGI-107201
ENSG00000288684,ENSG00000288684.1,1,4941,ENSG00000288684.1-288684
ENSG00000197579,TOPORS,8,4131,TOPORS-197579
ENSG00000235453,SMIM27,12,3906,SMIM27-235453
ENSG00000165264,NDUFB6,11,1386,NDUFB6-165264
ENSG00000232303,DFFBP1,2,979,DFFBP1-232303
ENSG00000122728,TAF1L,6,6216,TAF1L-122728
ENSG00000223440,ENSG00000223440.1,1,2582,ENSG00000223440.1-223440
ENSG00000230516,ENSG00000230516.1,1,839,ENSG00000230516.1-230516
ENSG00000238001,SNRPCP1,2,458,SNRPCP1-238001
ENSG00000230867,ENSG00000230867.1,1,454,ENSG00000230867.1-230867
ENSG00000188133,TMEM215,6,5342,TMEM215-188133
ENSG00000272113,Y_RNA,2,90,Y_RNA-272113
ENSG00000236796,ENSG00000236796.1,1,1184,ENSG00000236796.1-236796
ENSG00000231193,ENSG00000231193.1,1,551,ENSG00000231193.1-231193
ENSG00000137074,APTX,20,15614,APTX-137074
ENSG00000223807,BOLA3P4,1,400,BOLA3P4-223807
ENSG00000237437,ASS1P12,1,1227,ASS1P12-237437
ENSG00000236184,TCEA1P4,1,844,TCEA1P4-236184
ENSG00000225693,LAGE3P1,1,484,LAGE3P1-225693
ENSG00000086061,DNAJA1,16,2668,DNAJA1-86061
ENSG00000122692,SMU1,9,7136,SMU1-122692
ENSG00000086062,B4GALT1,13,4896,B4GALT1-86062
ENSG00000233554,B4GALT1-AS1,6,3835,B4GALT1-AS1-233554
ENSG00000252224,RNU4ATAC15P,1,126,RNU4ATAC15P-252224
ENSG00000122711,SPINK4,9,651,SPINK4-122711
ENSG00000107262,BAG1,26,7073,BAG1-107262
ENSG00000086065,CHMP5,14,2391,CHMP5-86065
ENSG00000086102,NFX1,19,7146,NFX1-86102
ENSG00000200544,Y_RNA,1,87,Y_RNA-200544
ENSG00000165269,AQP7,13,5253,AQP7-165269
ENSG00000286322,ENSG00000286322.2,2,1508,ENSG00000286322.2-286322
ENSG00000165272,AQP3,16,2911,AQP3-165272
ENSG00000270542,ENSG00000270542.1,1,187,ENSG00000270542.1-270542
ENSG00000165271,NOL6,17,5994,NOL6-165271
ENSG00000275651,MIR6851,1,67,MIR6851-275651
ENSG00000226823,SUGT1P1,1,476,SUGT1P1-226823
ENSG00000228072,ENSG00000228072.1,1,395,ENSG00000228072.1-228072
ENSG00000230453,ANKRD18B,11,7776,ANKRD18B-230453
ENSG00000225123,ENSG00000225123.2,2,228,ENSG00000225123.2-225123
ENSG00000234373,SNX18P7,1,635,SNX18P7-234373
ENSG00000226562,CYP4F26P,5,4084,CYP4F26P-226562
ENSG00000204982,PRSS3P4,3,162,PRSS3P4-204982
ENSG00000205274,TRBV20OR9-2,5,335,TRBV20OR9-2-205274
ENSG00000231991,ANXA2P2,4,1020,ANXA2P2-231991
ENSG00000183938,TRBV21OR9-2,5,367,TRBV21OR9-2-183938
ENSG00000234122,TRBV22OR9-2,1,136,TRBV22OR9-2-234122
ENSG00000229063,TRBV23OR9-2,2,335,TRBV23OR9-2-229063
ENSG00000215206,TRBV24OR9-2,5,435,TRBV24OR9-2-215206
ENSG00000240215,TRBV25OR9-2,4,374,TRBV25OR9-2-240215
ENSG00000237984,PTENP1,3,3996,PTENP1-237984
ENSG00000281128,PTENP1-AS,2,4823,PTENP1-AS-281128
ENSG00000231165,TRBV26OR9-2,3,293,TRBV26OR9-2-231165
ENSG00000260947,ENSG00000260947.1,1,3528,ENSG00000260947.1-260947
ENSG00000287063,ENSG00000287063.1,1,3170,ENSG00000287063.1-287063
ENSG00000227301,ENSG00000227301.1,1,1144,ENSG00000227301.1-227301
ENSG00000287495,ENSG00000287495.1,1,1199,ENSG00000287495.1-287495
ENSG00000235481,UBE2R2-AS1,4,3463,UBE2R2-AS1-235481
ENSG00000010438,PRSS3,17,1425,PRSS3-10438
ENSG00000223394,TRBV29OR9-2,2,333,TRBV29OR9-2-223394
ENSG00000107341,UBE2R2,5,4477,UBE2R2-107341
ENSG00000200834,Y_RNA,1,101,Y_RNA-200834
ENSG00000251748,RNU4ATAC11P,1,126,RNU4ATAC11P-251748
ENSG00000137073,UBAP2,24,12402,UBAP2-137073
ENSG00000238300,SNORD121B,1,81,SNORD121B-238300
ENSG00000238886,SNORD121A,1,82,SNORD121A-238886
ENSG00000226801,OSTCP8,2,448,OSTCP8-226801
ENSG00000288949,ENSG00000288949.1,1,663,ENSG00000288949.1-288949
ENSG00000222259,RN7SKP114,1,279,RN7SKP114-222259
ENSG00000228352,DCAF12-AS1,2,635,DCAF12-AS1-228352
ENSG00000198876,DCAF12,13,4315,DCAF12-198876
ENSG00000224802,TUBB4BP2,2,798,TUBB4BP2-224802
ENSG00000239392,ENSG00000239392.2,2,1540,ENSG00000239392.2-239392
ENSG00000165006,UBAP1,14,2772,UBAP1-165006
ENSG00000227383,RPL35AP2,1,327,RPL35AP2-227383
ENSG00000279336,ENSG00000279336.1,1,237,ENSG00000279336.1-279336
ENSG00000252164,RNA5SP282,1,108,RNA5SP282-252164
ENSG00000233668,ENSG00000233668.1,1,645,ENSG00000233668.1-233668
ENSG00000186638,KIF24,17,6479,KIF24-186638
ENSG00000222426,RNU2-50P,1,143,RNU2-50P-222426
ENSG00000229207,SERPINH1P1,1,1249,SERPINH1P1-229207
ENSG00000164978,NUDT2,18,1073,NUDT2-164978
ENSG00000164976,MYORG,9,6447,MYORG-164976
ENSG00000164972,C9orf24,14,1435,C9orf24-164972
ENSG00000207032,Y_RNA,1,109,Y_RNA-207032
ENSG00000164970,FAM219A,15,3782,FAM219A-164970
ENSG00000122735,DNAI1,16,3614,DNAI1-122735
ENSG00000251697,RN7SKP24,1,284,RN7SKP24-251697
ENSG00000168913,ENHO,7,1028,ENHO-168913
ENSG00000230729,ENSG00000230729.1,1,631,ENSG00000230729.1-230729
ENSG00000232983,ENSG00000232983.2,2,473,ENSG00000232983.2-232983
ENSG00000122756,CNTFR,15,2098,CNTFR-122756
ENSG00000237159,CNTFR-AS1,6,2602,CNTFR-AS1-237159
ENSG00000164967,RPP25L,10,1092,RPP25L-164967
ENSG00000137100,DCTN3,16,3740,DCTN3-137100
ENSG00000205143,ARID3C,5,2331,ARID3C-205143
ENSG00000147955,SIGMAR1,18,3123,SIGMAR1-147955
ENSG00000213930,GALT,12,4407,GALT-213930
ENSG00000258728,ENSG00000258728.2,2,4479,ENSG00000258728.2-258728
ENSG00000137070,IL11RA,19,5257,IL11RA-137070
ENSG00000213927,CCL27,4,973,CCL27-213927
ENSG00000261215,ENSG00000261215.1,1,3264,ENSG00000261215.1-261215
ENSG00000187186,ENSG00000187186.15,15,1829,ENSG00000187186.15-187186
ENSG00000230074,ENSG00000230074.5,5,1857,ENSG00000230074.5-230074
ENSG00000172724,CCL19,12,773,CCL19-172724
ENSG00000288583,ENSG00000288583.1,1,514,ENSG00000288583.1-288583
ENSG00000137077,CCL21,8,936,CCL21-137077
ENSG00000205108,FAM205A,6,4248,FAM205A-205108
ENSG00000287368,ENSG00000287368.1,1,1015,ENSG00000287368.1-287368
ENSG00000257198,FAM205BP,7,4009,FAM205BP-257198
ENSG00000290768,ENSG00000290768.1,1,3964,ENSG00000290768.1-290768
ENSG00000187791,FAM205C,13,1357,FAM205C-187791
ENSG00000178723,GLULP4,7,1122,GLULP4-178723
ENSG00000215199,YWHAZP6,3,738,YWHAZP6-215199
ENSG00000122733,PHF24,12,5847,PHF24-122733
ENSG00000281491,DNAJB5-DT,1,749,DNAJB5-DT-281491
ENSG00000137094,DNAJB5,16,5891,DNAJB5-137094
ENSG00000273597,ENSG00000273597.1,1,1653,ENSG00000273597.1-273597
ENSG00000279489,ENSG00000279489.1,1,1751,ENSG00000279489.1-279489
ENSG00000233148,SYF2P2,2,583,SYF2P2-233148
ENSG00000286782,ENSG00000286782.1,1,1999,ENSG00000286782.1-286782
ENSG00000287868,ENSG00000287868.1,1,1474,ENSG00000287868.1-287868
ENSG00000279608,ENSG00000279608.1,1,5702,ENSG00000279608.1-279608
ENSG00000174038,C9orf131,13,3825,C9orf131-174038
ENSG00000241568,RN7SL338P,3,293,RN7SL338P-241568
ENSG00000165280,VCP,18,10042,VCP-165280
ENSG00000288699,ENSG00000288699.1,1,654,ENSG00000288699.1-288699
ENSG00000221829,FANCG,11,5553,FANCG-221829
ENSG00000165282,PIGO,15,8688,PIGO-165282
ENSG00000234181,PIGO-AS1,1,425,PIGO-AS1-234181
ENSG00000165283,STOML2,16,1806,STOML2-165283
ENSG00000005238,ATOSB,20,6375,ATOSB-5238
ENSG00000215198,ENSG00000215198.3,3,1775,ENSG00000215198.3-215198
ENSG00000198722,UNC13B,15,17910,UNC13B-198722
ENSG00000279083,ENSG00000279083.1,1,1515,ENSG00000279083.1-279083
ENSG00000290567,ATP8B5P,1,6028,ATP8B5P-290567
ENSG00000179766,ATP8B5P,20,2157,ATP8B5P-179766
ENSG00000244213,ZFAND6P1,1,605,ZFAND6P1-244213
ENSG00000198853,RUSC2,12,5698,RUSC2-198853
ENSG00000287287,ENSG00000287287.1,1,663,ENSG00000287287.1-287287
ENSG00000235619,RPL36AP33,1,310,RPL36AP33-235619
ENSG00000215187,FAM166B,13,1372,FAM166B-215187
ENSG00000227852,RPS29P17,1,166,RPS29P17-227852
ENSG00000288586,ENSG00000288586.1,1,1703,ENSG00000288586.1-288586
ENSG00000107140,TESK1,17,3341,TESK1-107140
ENSG00000263892,MIR4667,3,66,MIR4667-263892
ENSG00000137101,CD72,14,2925,CD72-137101
ENSG00000231393,ENSG00000231393.1,1,679,ENSG00000231393.1-231393
ENSG00000227933,ENSG00000227933.1,1,574,ENSG00000227933.1-227933
ENSG00000137078,SIT1,10,1277,SIT1-137078
ENSG00000277027,RMRP,1,264,RMRP-277027
ENSG00000159884,CCDC107,12,1459,CCDC107-159884
ENSG00000137135,ARHGEF39,18,6405,ARHGEF39-137135
ENSG00000243136,RN7SL22P,3,269,RN7SL22P-243136
ENSG00000107159,CA9,14,1598,CA9-107159
ENSG00000198467,TPM2,16,3183,TPM2-198467
ENSG00000137076,TLN1,22,9927,TLN1-137076
ENSG00000284195,MIR6852,1,66,MIR6852-284195
ENSG00000107175,CREB3,12,1635,CREB3-107175
ENSG00000273945,MIR6853,1,74,MIR6853-273945
ENSG00000070610,GBA2,14,4803,GBA2-70610
ENSG00000107185,RGP1,10,7126,RGP1-107185
ENSG00000215183,MSMP,5,794,MSMP-215183
ENSG00000228843,ENSG00000228843.2,2,696,ENSG00000228843.2-228843
ENSG00000227388,ENSG00000227388.3,3,4094,ENSG00000227388.3-227388
ENSG00000159899,NPR2,16,8353,NPR2-159899
ENSG00000137098,SPAG8,14,2722,SPAG8-137098
ENSG00000137133,HINT2,11,2395,HINT2-137133
ENSG00000285645,ENSG00000285645.1,1,1810,ENSG00000285645.1-285645
ENSG00000137103,TMEM8B,20,16221,TMEM8B-137103
ENSG00000204930,FAM221B,10,3941,FAM221B-204930
ENSG00000236083,OR13E1P,2,926,OR13E1P-236083
ENSG00000168828,OR13J1,6,939,OR13J1-168828
ENSG00000233659,NDUFA5P4,1,385,NDUFA5P4-233659
ENSG00000196196,HRCT1,3,935,HRCT1-196196
ENSG00000235387,SPAAR,5,2902,SPAAR-235387
ENSG00000287986,ENSG00000287986.1,1,530,ENSG00000287986.1-287986
ENSG00000225639,PGAM1P2,1,725,PGAM1P2-225639
ENSG00000278889,OR2S2,4,1047,OR2S2-278889
ENSG00000290538,ENSG00000290538.1,1,1859,ENSG00000290538.1-290538
ENSG00000213866,YBX1P10,3,975,YBX1P10-213866
ENSG00000179443,OR13C6P,5,950,OR13C6P-179443
ENSG00000243641,OR13C7,3,959,OR13C7-243641
ENSG00000228307,OR2S1P,3,950,OR2S1P-228307
ENSG00000236110,OR2AM1P,1,422,OR2AM1P-236110
ENSG00000122707,RECK,12,5569,RECK-122707
ENSG00000276730,ENSG00000276730.1,1,77,ENSG00000276730.1-276730
ENSG00000122694,GLIPR2,16,3055,GLIPR2-122694
ENSG00000185972,CCIN,6,1947,CCIN-185972
ENSG00000122705,CLTA,18,2514,CLTA-122705
ENSG00000159921,GNE,20,5856,GNE-159921
ENSG00000222760,RNU4-53P,1,140,RNU4-53P-222760
ENSG00000215283,HMGB3P24,3,622,HMGB3P24-215283
ENSG00000137075,RNF38,18,6138,RNF38-137075
ENSG00000165304,MELK,8,3087,MELK-165304
ENSG00000288571,ENSG00000288571.1,1,2214,ENSG00000288571.1-288571
ENSG00000287514,ENSG00000287514.2,2,5666,ENSG00000287514.2-287514
ENSG00000266255,MIR4475,1,61,MIR4475-266255
ENSG00000196092,PAX5,14,9570,PAX5-196092
ENSG00000258885,ENSG00000258885.1,1,520,ENSG00000258885.1-258885
ENSG00000264922,MIR4540,1,55,MIR4540-264922
ENSG00000265368,MIR4476,1,70,MIR4476-265368
ENSG00000250850,ENSG00000250850.3,3,785,ENSG00000250850.3-250850
ENSG00000125385,RPL32P21,9,403,RPL32P21-125385
ENSG00000232920,LINC01400,1,947,LINC01400-232920
ENSG00000260100,ENSG00000260100.1,1,964,ENSG00000260100.1-260100
ENSG00000281649,EBLN3P,3,10501,EBLN3P-281649
ENSG00000233242,ENSG00000233242.3,3,2161,ENSG00000233242.3-233242
ENSG00000147905,ZCCHC7,18,3957,ZCCHC7-147905
ENSG00000200502,Y_RNA,1,101,Y_RNA-200502
ENSG00000228292,ENSG00000228292.1,1,257,ENSG00000228292.1-228292
ENSG00000206784,Y_RNA,1,113,Y_RNA-206784
ENSG00000252723,RNU6-677P,2,101,RNU6-677P-252723
ENSG00000224648,LINC01627,1,243,LINC01627-224648
ENSG00000137106,GRHPR,18,7226,GRHPR-137106
ENSG00000236156,CHCHD4P3,2,410,CHCHD4P3-236156
ENSG00000168795,ZBTB5,5,4690,ZBTB5-168795
ENSG00000187988,KCTD9P3,5,1169,KCTD9P3-187988
ENSG00000137054,POLR1E,16,2499,POLR1E-137054
ENSG00000230188,RPL21P83,1,473,RPL21P83-230188
ENSG00000234160,ENSG00000234160.1,1,289,ENSG00000234160.1-234160
ENSG00000147912,FBXO10,13,6028,FBXO10-147912
ENSG00000256966,ENSG00000256966.6,6,3217,ENSG00000256966.6-256966
ENSG00000175768,TOMM5,13,3606,TOMM5-175768
ENSG00000255872,ENSG00000255872.3,3,2591,ENSG00000255872.3-255872
ENSG00000233111,RAB1C,1,606,RAB1C-233111
ENSG00000070601,FRMPD1,10,5913,FRMPD1-70601
ENSG00000201287,RN7SKP171,1,303,RN7SKP171-201287
ENSG00000165275,TRMT10B,10,2866,TRMT10B-165275
ENSG00000107371,EXOSC3,14,7660,EXOSC3-107371
ENSG00000289295,ENSG00000289295.1,1,1059,ENSG00000289295.1-289295
ENSG00000122741,DCAF10,16,8291,DCAF10-122741
ENSG00000232454,ENSG00000232454.2,2,351,ENSG00000232454.2-232454
ENSG00000226055,PAICSP1,2,1217,PAICSP1-226055
ENSG00000122696,SLC25A51,14,3397,SLC25A51-122696
ENSG00000213839,TMX2P1,4,708,TMX2P1-213839
ENSG00000107338,SHB,10,6035,SHB-107338
ENSG00000251745,RNU7-124P,1,62,RNU7-124P-251745
ENSG00000200026,U8,1,134,U8-200026
ENSG00000223716,ENSG00000223716.2,2,399,ENSG00000223716.2-223716
ENSG00000137124,ALDH1B1,8,3117,ALDH1B1-137124
ENSG00000137142,IGFBPL1,5,3566,IGFBPL1-137142
ENSG00000291061,ENSG00000291061.1,1,3754,ENSG00000291061.1-291061
ENSG00000225254,ARMC8P1,2,1289,ARMC8P1-225254
ENSG00000283162,ENSG00000283162.3,3,473,ENSG00000283162.3-283162
ENSG00000215165,TCEA1P3,3,880,TCEA1P3-215165
ENSG00000229511,GAS2L1P1,1,1480,GAS2L1P1-229511
ENSG00000237487,VN1R48P,1,1036,VN1R48P-237487
ENSG00000243085,ENSG00000243085.1,1,202,ENSG00000243085.1-243085
ENSG00000176007,FAM220BP,10,816,FAM220BP-176007
ENSG00000180071,ANKRD18A,21,9732,ANKRD18A-180071
ENSG00000273036,CYP4F33P,4,256,CYP4F33P-273036
ENSG00000290907,ENSG00000290907.1,1,1750,ENSG00000290907.1-290907
ENSG00000225345,SNX18P3,4,835,SNX18P3-225345
ENSG00000204860,FAM201A,5,3847,FAM201A-204860
ENSG00000237557,YWHABP1,1,727,YWHABP1-237557
ENSG00000284612,ENSG00000284612.2,2,4213,ENSG00000284612.2-284612
ENSG00000252725,RNU6-765P,1,99,RNU6-765P-252725
ENSG00000283329,FAM240B,2,1078,FAM240B-283329
ENSG00000228467,ENSG00000228467.2,2,891,ENSG00000228467.2-228467
ENSG00000287838,ENSG00000287838.1,1,1015,ENSG00000287838.1-287838
ENSG00000234680,VN2R3P,1,1412,VN2R3P-234680
ENSG00000106714,CNTNAP3,18,17578,CNTNAP3-106714
ENSG00000226625,RBM17P1,1,1190,RBM17P1-226625
ENSG00000271454,ENSG00000271454.1,1,1249,ENSG00000271454.1-271454
ENSG00000243695,ENSG00000243695.1,1,720,ENSG00000243695.1-243695
ENSG00000278825,RN7SL640P,1,261,RN7SL640P-278825
ENSG00000204849,SPATA31A1,10,4357,SPATA31A1-204849
ENSG00000277024,ENSG00000277024.1,1,2090,ENSG00000277024.1-277024
ENSG00000215112,FAM74A1,6,637,FAM74A1-215112
ENSG00000224038,ENSG00000224038.1,1,476,ENSG00000224038.1-224038
ENSG00000231140,ENSG00000231140.3,3,1077,ENSG00000231140.3-231140
ENSG00000290717,ENSG00000290717.1,1,3375,ENSG00000290717.1-290717
ENSG00000198416,ZNF658B,10,3408,ZNF658B-198416
ENSG00000229707,SKP1P3,1,487,SKP1P3-229707
ENSG00000269692,FKBP4P2,1,1371,FKBP4P2-269692
ENSG00000273994,SDR42E1P1,1,477,SDR42E1P1-273994
ENSG00000234720,ATP5F1AP8,3,1291,ATP5F1AP8-234720
ENSG00000278175,GLIDR,6,8088,GLIDR-278175
ENSG00000226108,RAB28P1,2,641,RAB28P1-226108
ENSG00000232239,RBPJP5,2,1447,RBPJP5-232239
ENSG00000229273,ENSG00000229273.1,1,458,ENSG00000229273.1-229273
ENSG00000291181,ENSG00000291181.1,1,2212,ENSG00000291181.1-291181
ENSG00000283886,ENSG00000283886.3,3,1888,ENSG00000283886.3-283886
ENSG00000204837,FGF7P3,6,303,FGF7P3-204837
ENSG00000277774,RN7SL763P,1,284,RN7SL763P-277774
ENSG00000252724,SNORA70,1,95,SNORA70-252724
ENSG00000232798,ENSG00000232798.1,1,346,ENSG00000232798.1-232798
ENSG00000284116,ENSG00000284116.1,1,1066,ENSG00000284116.1-284116
ENSG00000184961,RPL7AP49,5,581,RPL7AP49-184961
ENSG00000237846,ENSG00000237846.1,1,706,ENSG00000237846.1-237846
ENSG00000230804,CDRT15P14,2,579,CDRT15P14-230804
ENSG00000228136,ENSG00000228136.1,1,347,ENSG00000228136.1-228136
ENSG00000236966,ENSG00000236966.1,1,472,ENSG00000236966.1-236966
ENSG00000283211,ENSG00000283211.1,1,310,ENSG00000283211.1-283211
ENSG00000283246,MEP1AP1,1,1097,MEP1AP1-283246
ENSG00000291287,ENSG00000291287.1,1,3646,ENSG00000291287.1-291287
ENSG00000183148,ANKRD20A2P,9,4194,ANKRD20A2P-183148
ENSG00000240240,ENSG00000240240.10,10,6084,ENSG00000240240.10-240240
ENSG00000212441,RNU6-1269P,1,107,RNU6-1269P-212441
ENSG00000290969,ENSG00000290969.1,1,549,ENSG00000290969.1-290969
ENSG00000234812,ENSG00000234812.1,1,228,ENSG00000234812.1-234812
ENSG00000231390,SNX18P8,1,874,SNX18P8-231390
ENSG00000290718,FAM95B1,1,7923,FAM95B1-290718
ENSG00000223839,FAM95B1,9,451,FAM95B1-223839
ENSG00000224681,ENSG00000224681.1,1,466,ENSG00000224681.1-224681
ENSG00000227069,CNN2P2,1,909,CNN2P2-227069
ENSG00000232433,GXYLT1P3,2,1193,GXYLT1P3-232433
ENSG00000274157,ENSG00000274157.1,1,229,ENSG00000274157.1-274157
ENSG00000278122,AQP7P5,1,1049,AQP7P5-278122
ENSG00000274067,ENSG00000274067.1,1,1038,ENSG00000274067.1-274067
ENSG00000290546,ENSG00000290546.1,1,3614,ENSG00000290546.1-290546
ENSG00000184906,ENSG00000184906.12,12,261,ENSG00000184906.12-184906
ENSG00000276500,BMS1P14,1,606,BMS1P14-276500
ENSG00000289843,ENSG00000289843.1,1,1112,ENSG00000289843.1-289843
ENSG00000276266,ENSG00000276266.1,1,1263,ENSG00000276266.1-276266
ENSG00000225380,IGKV1OR9-2,4,277,IGKV1OR9-2-225380
ENSG00000276963,ENSG00000276963.1,1,657,ENSG00000276963.1-276963
ENSG00000278331,RNU6-156P,1,107,RNU6-156P-278331
ENSG00000275390,ENSG00000275390.1,1,507,ENSG00000275390.1-275390
ENSG00000276868,ENSG00000276868.1,1,130,ENSG00000276868.1-276868
ENSG00000275377,MIR1299,1,83,MIR1299-275377
ENSG00000291075,ENSG00000291075.1,1,4892,ENSG00000291075.1-291075
ENSG00000276291,FRG1HP,8,757,FRG1HP-276291
ENSG00000290923,PGM5P2,1,2476,PGM5P2-290923
ENSG00000280077,ENSG00000280077.1,1,1903,ENSG00000280077.1-280077
ENSG00000277778,PGM5P2,4,1043,PGM5P2-277778
ENSG00000279456,ENSG00000279456.1,1,1628,ENSG00000279456.1-279456
ENSG00000225655,ENSG00000225655.7,7,758,ENSG00000225655.7-225655
ENSG00000276462,LINC03025,2,4149,LINC03025-276462
ENSG00000273514,FOXD4L6,2,2247,FOXD4L6-273514
ENSG00000215126,ZNG1F,12,10321,ZNG1F-215126
ENSG00000276029,MIR4477A,1,81,MIR4477A-276029
ENSG00000277049,RNA5SP530,1,118,RNA5SP530-277049
ENSG00000279561,ENSG00000279561.3,3,4082,ENSG00000279561.3-279561
ENSG00000275450,PTGER4P2-CDK2AP2P2,1,3123,PTGER4P2-CDK2AP2P2-275450
ENSG00000278647,CDK2AP2P1,1,328,CDK2AP2P1-278647
ENSG00000274680,MYO5BP1,1,1239,MYO5BP1-274680
ENSG00000276502,ENSG00000276502.1,1,371,ENSG00000276502.1-276502
ENSG00000290848,ENSG00000290848.1,1,1092,ENSG00000290848.1-290848
ENSG00000276832,CDRT15P6,3,581,CDRT15P6-276832
ENSG00000288891,ENSG00000288891.2,2,1170,ENSG00000288891.2-288891
